order_id,customer_id,user_id,created_at,status,gross_amount,discount_amount,tax_amount,shipping_amount,total_amount,net_amount,currency,completed_at
2949,317,721,2025-03-06,completed,392.45,0.0,31.4,9.29,433.14,392.45,USD,2025-03-06 02:00:00
2950,148,392,2025-06-17,completed,238.2,7.42,18.46,4.02,253.26,230.78,USD,2025-06-19 16:00:00
2951,380,316,2025-09-11,completed,56.68,10.67,3.68,2.96,52.65,46.01,USD,2025-09-12 20:00:00
2952,156,538,2025-02-13,pending,439.06,0.0,35.12,7.43,481.61,439.06,USD,2025-02-15 22:00:00
2953,408,527,2026-05-12,completed,106.24,16.54,7.18,9.67,106.55,89.7,USD,2026-05-14 13:00:00
2954,189,595,2025-08-24,completed,340.09,82.91,20.57,12.25,290.0,257.18,USD,2025-08-24 16:00:00
2955,419,492,2025-04-12,completed,44.52,0.0,3.56,8.89,56.97,44.52,USD,2025-04-12 06:00:00
2956,491,776,2025-11-11,completed,317.0,63.46,20.28,10.39,284.21,253.54,USD,2025-11-12 23:00:00
2957,378,333,2025-04-27,completed,59.94,8.38,4.12,7.26,62.94,51.56,USD,2025-04-27 16:00:00
2958,231,161,2025-08-24,completed,193.05,0.0,15.44,8.5,216.99,193.05,USD,2025-08-26 00:00:00
2959,212,102,2026-01-27,completed,233.66,3.09,18.45,9.53,258.55,230.57,USD,2026-01-29 21:00:00
2960,189,198,2025-07-13,completed,141.05,0.0,11.28,3.54,155.87,141.05,USD,2025-07-15 21:00:00
2961,176,619,2026-05-21,completed,170.04,12.65,12.59,14.01,183.99,157.39,USD,2026-05-21 18:00:00
2962,236,684,2025-06-06,completed,72.0,12.52,4.76,5.18,69.42,59.48,USD,2025-06-07 10:00:00
2963,243,234,2025-03-11,pending,295.29,51.73,19.48,9.07,272.11,243.56,USD,2025-03-13 02:00:00
2964,360,78,2025-09-17,completed,200.4,22.82,14.21,8.41,200.2,177.58,USD,2025-09-17 17:00:00
2965,445,577,2025-04-27,completed,83.79,0.0,6.7,12.8,103.29,83.79,USD,2025-04-28 16:00:00
2966,442,629,2026-02-23,completed,205.83,0.0,16.47,1.7,224.0,205.83,USD,2026-02-24 01:00:00
2967,303,45,2025-11-14,completed,210.33,24.64,14.86,13.26,213.81,185.69,USD,2025-11-15 17:00:00
2968,496,107,2025-04-01,completed,176.0,0.0,14.08,2.06,192.14,176.0,USD,2025-04-02 22:00:00
2969,447,269,2025-07-24,completed,13.71,0.26,1.08,2.17,16.7,13.45,USD,2025-07-26 15:00:00
2970,244,372,2026-06-10,pending,126.0,0.0,10.08,12.93,149.01,126.0,USD,2026-06-11 10:00:00
2971,207,89,2026-05-13,completed,292.29,0.0,23.38,3.86,319.53,292.29,USD,2026-05-13 20:00:00
2972,231,474,2026-01-25,completed,242.67,0.0,19.41,9.18,271.26,242.67,USD,2026-01-25 05:00:00
2973,12,398,2026-07-03,completed,237.7,42.09,15.65,6.95,218.21,195.61,USD,2026-07-05 02:00:00
2974,166,615,2025-03-07,pending,199.33,0.0,15.95,14.01,229.29,199.33,USD,2025-03-09 10:00:00
2975,192,763,2026-03-21,completed,315.1,20.65,23.56,11.73,329.74,294.45,USD,2026-03-22 05:00:00
2976,390,92,2025-01-15,pending,105.73,0.0,8.46,5.02,119.21,105.73,USD,2025-01-17 14:00:00
2977,132,362,2025-12-31,completed,88.4,15.99,5.79,12.2,90.4,72.41,USD,2026-01-01 10:00:00
2978,328,660,2025-02-01,completed,510.86,73.94,34.95,3.39,475.26,436.92,USD,2025-02-02 10:00:00
2979,162,8,2025-07-27,refunded,96.99,1.56,7.63,9.23,112.29,0.0,USD,2025-07-27 03:00:00
2980,182,681,2025-02-24,completed,54.82,0.0,4.39,11.27,70.48,54.82,USD,2025-02-25 13:00:00
2981,35,318,2025-06-04,completed,139.12,0.0,11.13,10.55,160.8,139.12,USD,2025-06-05 18:00:00
2982,260,635,2026-01-26,completed,180.7,0.0,14.46,9.85,205.01,180.7,USD,2026-01-27 11:00:00
2983,49,481,2026-04-20,completed,316.44,8.54,24.63,12.45,344.98,307.9,USD,2026-04-21 14:00:00
2984,103,750,2026-07-26,pending,126.22,0.0,10.1,8.34,144.66,126.22,USD,2026-07-27 14:00:00
2985,251,121,2026-08-23,refunded,125.4,15.11,8.82,13.93,133.04,0.0,USD,2026-08-25 02:00:00
2986,347,698,2025-03-22,completed,168.81,24.4,11.55,2.17,158.13,144.41,USD,2025-03-22 07:00:00
2987,203,454,2026-07-13,completed,110.01,0.0,8.8,5.34,124.15,110.01,USD,2026-07-14 14:00:00
2988,127,615,2025-06-22,completed,45.05,3.84,3.3,11.74,56.25,41.21,USD,2025-06-23 07:00:00
2989,449,619,2026-06-21,completed,58.92,11.03,3.83,4.62,56.34,47.89,USD,2026-06-22 00:00:00
2990,175,464,2026-06-10,completed,373.44,0.0,29.88,6.64,409.96,373.44,USD,2026-06-11 08:00:00
2991,161,363,2026-07-12,completed,272.7,45.05,18.21,11.59,257.45,227.65,USD,2026-07-14 00:00:00
2992,35,647,2025-11-03,cancelled,164.63,15.05,11.97,8.08,169.63,149.58,USD,2025-11-05 23:00:00
2993,176,405,2026-04-01,completed,242.13,0.0,19.37,2.81,264.31,242.13,USD,2026-04-01 15:00:00
2994,110,781,2025-09-17,completed,278.18,0.0,22.25,2.62,303.05,278.18,USD,2025-09-17 03:00:00
2995,177,534,2025-02-17,pending,101.19,2.57,7.89,4.52,111.03,98.62,USD,2025-02-18 01:00:00
2996,98,510,2025-10-15,cancelled,71.35,0.0,5.71,4.55,81.61,71.35,USD,2025-10-15 22:00:00
2997,99,467,2025-05-03,completed,348.65,68.72,22.39,2.05,304.37,279.93,USD,2025-05-03 04:00:00
2998,368,195,2025-03-03,completed,18.45,1.13,1.39,12.52,31.23,17.32,USD,2025-03-04 11:00:00
2999,238,599,2025-03-23,completed,244.77,32.38,16.99,4.24,233.62,212.39,USD,2025-03-24 13:00:00
3000,348,199,2025-05-14,completed,191.17,0.0,15.29,12.03,218.49,191.17,USD,2025-05-16 13:00:00
3001,289,493,2026-04-29,completed,326.09,0.0,26.09,14.6,366.78,326.09,USD,2026-05-01 02:00:00
3002,270,637,2026-08-07,completed,250.92,27.6,17.87,4.98,246.17,223.32,USD,2026-08-08 09:00:00
3003,234,361,2026-06-01,completed,241.08,0.0,19.29,14.55,274.92,241.08,USD,2026-06-02 23:00:00
3004,194,792,2026-01-26,completed,77.77,0.0,6.22,2.87,86.86,77.77,USD,2026-01-26 20:00:00
3005,132,131,2026-06-20,pending,285.33,0.0,22.83,9.71,317.87,285.33,USD,2026-06-20 11:00:00
3006,445,169,2025-06-23,cancelled,224.54,0.0,17.96,14.87,257.37,224.54,USD,2025-06-24 14:00:00
3007,205,243,2026-07-06,completed,86.68,0.0,6.93,12.13,105.74,86.68,USD,2026-07-07 11:00:00
3008,443,777,2026-07-29,completed,192.39,0.0,15.39,3.45,211.23,192.39,USD,2026-07-29 21:00:00
3009,385,428,2025-04-01,completed,64.24,11.36,4.23,3.86,60.97,52.88,USD,2025-04-03 16:00:00
3010,302,215,2025-08-30,completed,148.12,36.87,8.9,3.94,124.09,111.25,USD,2025-08-31 15:00:00
3011,422,773,2025-06-20,refunded,645.28,29.2,49.29,14.14,679.51,0.0,USD,2025-06-21 16:00:00
3012,329,331,2025-03-27,completed,74.14,13.71,4.83,3.68,68.94,60.43,USD,2025-03-29 01:00:00
3013,408,214,2025-04-15,completed,44.6,0.0,3.57,7.64,55.81,44.6,USD,2025-04-15 20:00:00
3014,399,727,2026-08-09,completed,59.58,0.0,4.77,5.25,69.6,59.58,USD,2026-08-10 14:00:00
3015,323,124,2025-04-21,completed,146.55,35.29,8.9,5.42,125.58,111.26,USD,2025-04-23 16:00:00
3016,362,770,2026-02-09,completed,263.46,0.0,21.08,6.12,290.66,263.46,USD,2026-02-10 19:00:00
3017,409,37,2026-06-14,completed,172.49,0.0,13.8,5.18,191.47,172.49,USD,2026-06-16 13:00:00
3018,113,454,2026-04-02,completed,50.98,0.0,4.08,9.0,64.06,50.98,USD,2026-04-02 02:00:00
3019,439,466,2025-10-03,completed,261.15,40.86,17.62,6.38,244.29,220.29,USD,2025-10-05 03:00:00
3020,252,761,2025-01-14,cancelled,26.97,0.0,2.16,6.62,35.75,26.97,USD,2025-01-15 23:00:00
3021,62,744,2025-09-11,completed,56.48,0.0,4.52,7.59,68.59,56.48,USD,2025-09-13 16:00:00
3022,76,674,2025-06-21,completed,106.4,0.0,8.51,5.34,120.25,106.4,USD,2025-06-23 21:00:00
3023,376,733,2026-06-09,completed,340.63,9.38,26.5,11.32,369.07,331.25,USD,2026-06-09 10:00:00
3024,405,694,2026-07-28,pending,177.53,0.0,14.2,7.55,199.28,177.53,USD,2026-07-29 11:00:00
3025,328,411,2025-05-22,completed,182.61,11.9,13.66,7.64,192.01,170.71,USD,2025-05-24 19:00:00
3026,327,695,2025-04-05,completed,51.81,0.0,4.14,3.15,59.1,51.81,USD,2025-04-07 09:00:00
3027,433,618,2026-05-13,completed,115.03,0.0,9.2,0.46,124.69,115.03,USD,2026-05-13 07:00:00
3028,490,309,2026-06-15,completed,308.42,0.0,24.67,12.14,345.23,308.42,USD,2026-06-16 15:00:00
3029,416,705,2026-08-20,cancelled,214.63,0.0,17.17,12.83,244.63,214.63,USD,2026-08-21 01:00:00
3030,69,25,2026-04-13,completed,267.66,0.0,21.41,3.62,292.69,267.66,USD,2026-04-15 02:00:00
3031,402,83,2025-10-09,completed,163.85,39.37,9.96,5.4,139.84,124.48,USD,2025-10-10 12:00:00
3032,256,132,2025-08-18,cancelled,310.65,0.0,24.85,5.37,340.87,310.65,USD,2025-08-18 22:00:00
3033,400,428,2025-02-06,completed,51.49,2.45,3.92,10.26,63.22,49.04,USD,2025-02-07 06:00:00
3034,363,60,2026-06-23,completed,143.92,0.0,11.51,2.81,158.24,143.92,USD,2026-06-25 21:00:00
3035,339,180,2026-08-26,completed,237.37,0.0,18.99,14.68,271.04,237.37,USD,2026-08-27 02:00:00
3036,434,194,2026-07-15,completed,36.72,5.82,2.47,0.93,34.3,30.9,USD,2026-07-15 15:00:00
3037,76,195,2025-12-15,cancelled,9.29,1.08,0.66,14.61,23.48,8.21,USD,2025-12-15 08:00:00
3038,427,45,2026-06-11,completed,511.15,0.0,40.89,1.03,553.07,511.15,USD,2026-06-11 11:00:00
3039,174,180,2025-01-02,completed,179.3,0.0,14.34,4.76,198.4,179.3,USD,2025-01-02 03:00:00
3040,101,222,2025-09-05,pending,32.99,6.37,2.13,3.76,32.51,26.62,USD,2025-09-05 03:00:00
3041,361,607,2025-03-07,completed,176.02,0.0,14.08,3.89,193.99,176.02,USD,2025-03-08 14:00:00
3042,492,472,2025-12-23,completed,57.26,6.38,4.07,14.92,69.87,50.88,USD,2025-12-24 14:00:00
3043,44,252,2025-01-02,completed,77.75,19.07,4.69,6.88,70.25,58.68,USD,2025-01-04 09:00:00
3044,491,113,2025-07-05,completed,348.26,0.0,27.86,1.79,377.91,348.26,USD,2025-07-06 20:00:00
3045,172,411,2025-09-12,completed,108.53,11.49,7.76,14.73,119.53,97.04,USD,2025-09-12 13:00:00
3046,485,253,2025-03-20,completed,107.82,0.0,8.63,3.64,120.09,107.82,USD,2025-03-21 22:00:00
3047,25,558,2025-02-22,completed,55.55,12.44,3.45,1.09,47.65,43.11,USD,2025-02-23 07:00:00
3048,307,180,2026-07-02,completed,127.59,23.6,8.32,0.36,112.67,103.99,USD,2026-07-02 12:00:00
3049,268,798,2025-06-15,completed,187.8,36.01,12.14,6.95,170.88,151.79,USD,2025-06-16 22:00:00
3050,416,77,2026-08-19,completed,108.43,11.48,7.76,13.77,118.48,96.95,USD,2026-08-20 22:00:00
3051,236,668,2025-08-14,completed,597.76,75.82,41.76,0.25,563.95,521.94,USD,2025-08-15 06:00:00
3052,39,541,2025-02-05,completed,68.86,0.0,5.51,10.88,85.25,68.86,USD,2025-02-05 11:00:00
3053,92,539,2025-03-04,completed,68.5,0.0,5.48,3.91,77.89,68.5,USD,2025-03-04 02:00:00
3054,128,715,2026-02-22,completed,123.61,0.0,9.89,3.29,136.79,123.61,USD,2026-02-24 06:00:00
3055,436,362,2025-01-08,pending,552.62,0.0,44.21,10.56,607.39,552.62,USD,2025-01-08 11:00:00
3056,46,573,2026-07-31,cancelled,270.67,64.16,16.52,11.22,234.25,206.51,USD,2026-07-31 19:00:00
3057,420,423,2025-06-05,completed,105.55,0.0,8.44,8.39,122.38,105.55,USD,2025-06-07 00:00:00
3058,253,548,2026-01-05,cancelled,105.62,21.92,6.7,3.03,93.43,83.7,USD,2026-01-06 06:00:00
3059,283,443,2025-09-27,completed,66.55,0.0,5.32,0.09,71.96,66.55,USD,2025-09-29 11:00:00
3060,483,787,2025-01-29,pending,120.8,0.0,9.66,11.06,141.52,120.8,USD,2025-01-30 02:00:00
3061,384,259,2026-03-03,pending,140.91,0.0,11.27,8.99,161.17,140.91,USD,2026-03-05 16:00:00
3062,325,586,2025-01-10,completed,262.24,28.14,18.73,6.34,259.17,234.1,USD,2025-01-11 02:00:00
3063,413,133,2026-04-29,completed,225.56,0.0,18.04,3.2,246.8,225.56,USD,2026-04-29 05:00:00
3064,231,38,2025-11-02,completed,117.69,0.0,9.42,11.43,138.54,117.69,USD,2025-11-04 03:00:00
3065,466,563,2025-07-03,completed,424.97,0.0,34.0,1.06,460.03,424.97,USD,2025-07-04 23:00:00
3066,397,175,2026-07-25,completed,94.13,11.42,6.62,9.64,98.97,82.71,USD,2026-07-27 23:00:00
3067,489,13,2025-05-04,completed,43.71,0.0,3.5,10.33,57.54,43.71,USD,2025-05-04 07:00:00
3068,276,510,2025-06-19,completed,194.21,16.9,14.18,3.35,194.84,177.31,USD,2025-06-20 13:00:00
3069,322,490,2026-01-27,refunded,331.35,0.0,26.51,7.25,365.11,0.0,USD,2026-01-29 03:00:00
3070,229,512,2025-08-01,pending,159.08,0.0,12.73,7.8,179.61,159.08,USD,2025-08-02 04:00:00
3071,463,364,2025-10-23,completed,53.47,2.78,4.06,8.87,63.62,50.69,USD,2025-10-23 18:00:00
3072,315,667,2026-04-29,completed,183.0,32.05,12.08,13.52,176.55,150.95,USD,2026-04-29 21:00:00
3073,80,11,2026-07-09,refunded,199.92,34.79,13.21,8.2,186.54,0.0,USD,2026-07-09 00:00:00
3074,256,128,2026-05-02,completed,215.05,0.0,17.2,1.01,233.26,215.05,USD,2026-05-03 20:00:00
3075,67,302,2025-02-18,pending,185.68,35.11,12.05,5.17,167.79,150.57,USD,2025-02-20 08:00:00
3076,321,785,2026-07-27,completed,360.78,48.3,25.0,9.42,346.9,312.48,USD,2026-07-28 08:00:00
3077,350,577,2025-09-13,completed,65.11,5.09,4.8,5.0,69.82,60.02,USD,2025-09-13 02:00:00
3078,402,414,2026-05-25,completed,4.44,0.0,0.36,11.52,16.32,4.44,USD,2026-05-27 07:00:00
3079,77,760,2025-06-23,completed,27.01,0.0,2.16,2.85,32.02,27.01,USD,2025-06-25 17:00:00
3080,232,737,2025-12-27,completed,52.74,0.0,4.22,2.15,59.11,52.74,USD,2025-12-28 19:00:00
3081,178,85,2026-08-09,refunded,293.69,18.36,22.03,3.47,300.83,0.0,USD,2026-08-09 06:00:00
3082,208,424,2026-07-24,completed,127.56,31.09,7.72,13.14,117.33,96.47,USD,2026-07-25 05:00:00
3083,470,762,2026-02-02,completed,447.04,0.0,35.76,10.21,493.01,447.04,USD,2026-02-03 16:00:00
3084,280,150,2026-01-08,completed,60.84,0.0,4.87,7.8,73.51,60.84,USD,2026-01-10 20:00:00
3085,222,127,2025-01-18,completed,441.18,0.0,35.29,4.51,480.98,441.18,USD,2025-01-19 11:00:00
3086,453,281,2026-01-01,completed,78.5,0.0,6.28,13.78,98.56,78.5,USD,2026-01-01 00:00:00
3087,266,776,2025-09-13,completed,140.72,13.84,10.15,13.33,150.36,126.88,USD,2025-09-15 02:00:00
3088,212,177,2025-01-10,completed,33.25,0.0,2.66,5.99,41.9,33.25,USD,2025-01-12 01:00:00
3089,271,509,2026-07-28,refunded,403.26,0.0,32.26,11.29,446.81,0.0,USD,2026-07-28 16:00:00
3090,424,212,2025-10-04,pending,155.62,0.0,12.45,13.7,181.77,155.62,USD,2025-10-05 05:00:00
3091,227,590,2026-04-13,completed,614.98,0.0,49.2,4.7,668.88,614.98,USD,2026-04-13 03:00:00
3092,309,713,2025-01-27,completed,341.61,40.47,24.09,4.93,330.16,301.14,USD,2025-01-27 08:00:00
3093,90,33,2025-05-29,pending,138.08,0.0,11.05,8.19,157.32,138.08,USD,2025-05-29 22:00:00
3094,7,302,2026-06-30,completed,89.66,8.2,6.52,6.13,94.11,81.46,USD,2026-06-30 06:00:00
3095,34,464,2026-07-23,completed,302.57,46.23,20.51,11.42,288.27,256.34,USD,2026-07-23 19:00:00
3096,239,147,2025-01-07,completed,168.01,10.69,12.59,8.05,177.96,157.32,USD,2025-01-08 22:00:00
3097,360,508,2026-06-26,completed,85.65,0.0,6.85,3.18,95.68,85.65,USD,2026-06-27 03:00:00
3098,106,292,2025-07-06,completed,177.12,30.83,11.7,5.35,163.34,146.29,USD,2025-07-06 10:00:00
3099,472,29,2025-05-12,completed,22.29,4.85,1.4,10.07,28.91,17.44,USD,2025-05-13 20:00:00
3100,76,494,2026-08-28,completed,217.96,0.0,17.44,0.8,236.2,217.96,USD,2026-08-30 13:00:00
3101,349,31,2025-11-21,completed,247.95,52.16,15.66,5.13,216.58,195.79,USD,2025-11-22 18:00:00
3102,118,161,2026-04-28,completed,58.87,0.0,4.71,0.24,63.82,58.87,USD,2026-04-28 22:00:00
3103,30,131,2025-03-25,completed,367.25,0.0,29.38,12.31,408.94,367.25,USD,2025-03-27 10:00:00
3104,357,41,2026-04-05,completed,316.83,0.0,25.35,1.76,343.94,316.83,USD,2026-04-06 00:00:00
3105,260,330,2025-08-11,completed,204.1,1.19,16.23,1.16,220.3,202.91,USD,2025-08-11 01:00:00
3106,314,698,2026-03-09,completed,73.56,0.0,5.88,11.8,91.24,73.56,USD,2026-03-10 23:00:00
3107,471,245,2026-02-03,completed,258.29,0.0,20.66,1.34,280.29,258.29,USD,2026-02-05 03:00:00
3108,269,192,2025-02-01,completed,122.18,0.0,9.77,10.26,142.21,122.18,USD,2025-02-01 15:00:00
3109,421,646,2026-06-16,completed,189.08,0.0,15.13,5.7,209.91,189.08,USD,2026-06-17 03:00:00
3110,248,750,2025-06-24,completed,275.44,0.0,22.04,12.33,309.81,275.44,USD,2025-06-24 00:00:00
3111,175,242,2025-08-10,refunded,44.49,3.29,3.3,2.74,47.24,0.0,USD,2025-08-11 09:00:00
3112,195,38,2026-04-30,completed,31.73,0.0,2.54,1.27,35.54,31.73,USD,2026-05-01 08:00:00
3113,173,609,2026-06-17,completed,112.84,0.83,8.96,3.43,124.4,112.01,USD,2026-06-17 18:00:00
3114,444,521,2026-06-28,completed,548.72,25.8,41.83,13.98,578.73,522.92,USD,2026-06-29 14:00:00
3115,256,798,2025-10-04,completed,631.5,97.39,42.73,12.44,589.28,534.11,USD,2025-10-06 00:00:00
3116,467,533,2025-08-01,refunded,214.5,42.52,13.76,4.29,190.03,0.0,USD,2025-08-02 08:00:00
3117,126,744,2026-05-13,completed,322.81,0.0,25.82,3.09,351.72,322.81,USD,2026-05-15 09:00:00
3118,383,125,2025-06-07,completed,160.55,12.06,11.88,2.35,162.72,148.49,USD,2025-06-08 08:00:00
3119,58,132,2026-01-26,completed,177.24,0.0,14.18,3.32,194.74,177.24,USD,2026-01-27 05:00:00
3120,145,533,2025-05-24,completed,140.59,0.0,11.25,3.08,154.92,140.59,USD,2025-05-25 23:00:00
3121,17,599,2025-05-08,completed,349.36,0.0,27.95,13.32,390.63,349.36,USD,2025-05-08 12:00:00
3122,457,311,2025-11-29,completed,450.37,97.28,28.25,0.3,381.64,353.09,USD,2025-12-01 12:00:00
3123,150,345,2026-06-10,completed,174.19,14.72,12.76,13.2,185.43,159.47,USD,2026-06-11 19:00:00
3124,410,306,2025-06-26,completed,176.67,0.0,14.13,0.62,191.42,176.67,USD,2025-06-27 02:00:00
3125,213,39,2026-03-17,cancelled,146.21,14.96,10.5,12.4,154.15,131.25,USD,2026-03-17 16:00:00
3126,63,702,2025-01-13,refunded,457.82,0.0,36.63,6.39,500.84,0.0,USD,2025-01-15 08:00:00
3127,172,726,2026-02-28,completed,296.04,0.0,23.68,1.16,320.88,296.04,USD,2026-02-28 01:00:00
3128,171,762,2025-08-26,completed,72.03,0.0,5.76,11.99,89.78,72.03,USD,2025-08-26 04:00:00
3129,255,404,2025-02-15,completed,537.98,23.22,41.18,3.85,559.79,514.76,USD,2025-02-16 19:00:00
3130,164,137,2025-12-03,refunded,12.92,0.0,1.03,13.17,27.12,0.0,USD,2025-12-04 10:00:00
3131,339,324,2025-05-26,completed,428.29,0.0,34.26,11.28,473.83,428.29,USD,2025-05-26 12:00:00
3132,366,548,2026-01-20,completed,330.76,0.0,26.46,14.73,371.95,330.76,USD,2026-01-21 03:00:00
3133,78,139,2025-01-27,completed,174.59,8.7,13.27,12.48,191.64,165.89,USD,2025-01-29 08:00:00
3134,262,124,2025-07-28,completed,171.45,42.66,10.3,3.61,142.7,128.79,USD,2025-07-29 09:00:00
3135,290,794,2025-05-24,completed,151.91,0.0,12.15,6.14,170.2,151.91,USD,2025-05-25 14:00:00
3136,134,29,2025-07-10,completed,75.15,4.09,5.68,10.45,87.19,71.06,USD,2025-07-10 06:00:00
3137,386,479,2025-01-05,completed,510.54,11.65,39.91,4.74,543.54,498.89,USD,2025-01-07 03:00:00
3138,116,120,2025-06-22,completed,167.67,0.0,13.41,8.2,189.28,167.67,USD,2025-06-22 09:00:00
3139,436,18,2025-02-23,completed,73.95,0.0,5.92,3.56,83.43,73.95,USD,2025-02-23 16:00:00
3140,229,508,2026-01-14,completed,490.56,13.62,38.16,9.94,525.04,476.94,USD,2026-01-14 21:00:00
3141,184,148,2025-10-06,completed,231.74,0.0,18.54,5.13,255.41,231.74,USD,2025-10-07 07:00:00
3142,333,582,2025-06-22,completed,241.59,0.0,19.33,0.83,261.75,241.59,USD,2025-06-22 19:00:00
3143,310,660,2026-01-10,pending,563.31,53.2,40.81,14.52,565.44,510.11,USD,2026-01-12 10:00:00
3144,255,406,2026-07-11,completed,265.11,32.22,18.63,12.66,264.18,232.89,USD,2026-07-12 03:00:00
3145,344,134,2025-11-25,completed,101.64,11.57,7.21,4.56,101.84,90.07,USD,2025-11-25 02:00:00
3146,131,762,2025-06-20,cancelled,264.84,54.9,16.8,1.94,228.68,209.94,USD,2025-06-21 08:00:00
3147,405,298,2025-09-02,completed,81.27,0.0,6.5,11.03,98.8,81.27,USD,2025-09-02 08:00:00
3148,310,612,2026-04-26,pending,117.94,26.16,7.34,3.31,102.43,91.78,USD,2026-04-26 15:00:00
3149,107,155,2025-03-02,completed,209.58,0.0,16.77,9.08,235.43,209.58,USD,2025-03-03 18:00:00
3150,500,130,2025-07-14,completed,319.52,76.67,19.43,11.69,273.97,242.85,USD,2025-07-15 20:00:00
3151,433,540,2025-10-12,completed,106.53,0.0,8.52,4.09,119.14,106.53,USD,2025-10-13 23:00:00
3152,89,167,2026-01-21,completed,148.57,0.0,11.89,4.27,164.73,148.57,USD,2026-01-22 03:00:00
3153,393,427,2025-12-16,pending,147.38,0.0,11.79,0.92,160.09,147.38,USD,2025-12-18 12:00:00
3154,265,477,2026-03-01,pending,357.21,12.58,27.57,4.8,377.0,344.63,USD,2026-03-01 04:00:00
3155,385,98,2026-07-25,completed,171.29,0.0,13.7,8.96,193.95,171.29,USD,2026-07-26 03:00:00
3156,188,267,2025-04-16,completed,533.33,9.83,41.88,2.34,567.72,523.5,USD,2025-04-16 17:00:00
3157,123,155,2025-10-19,completed,117.87,0.0,9.43,14.3,141.6,117.87,USD,2025-10-19 02:00:00
3158,110,1,2025-08-19,completed,110.37,0.0,8.83,10.84,130.04,110.37,USD,2025-08-20 16:00:00
3159,34,760,2025-02-23,completed,423.22,27.39,31.67,3.06,430.56,395.83,USD,2025-02-23 04:00:00
3160,438,20,2025-03-19,completed,250.17,0.0,20.01,7.96,278.14,250.17,USD,2025-03-20 19:00:00
3161,157,664,2026-01-17,completed,738.29,146.17,47.37,5.87,645.36,592.12,USD,2026-01-19 13:00:00
3162,479,327,2025-11-06,completed,412.89,8.0,32.39,5.74,443.02,404.89,USD,2025-11-08 09:00:00
3163,113,222,2025-06-27,completed,56.92,5.8,4.09,8.4,63.61,51.12,USD,2025-06-29 01:00:00
3164,176,419,2026-07-07,completed,168.3,0.0,13.46,1.62,183.38,168.3,USD,2026-07-07 17:00:00
3165,440,733,2025-07-08,completed,209.38,0.0,16.75,3.23,229.36,209.38,USD,2025-07-09 23:00:00
3166,174,523,2025-12-28,completed,199.03,36.96,12.97,2.25,177.29,162.07,USD,2025-12-29 16:00:00
3167,380,65,2026-08-24,completed,150.4,25.81,9.97,2.61,137.17,124.59,USD,2026-08-25 11:00:00
3168,46,611,2026-03-02,completed,196.16,33.48,13.01,9.83,185.52,162.68,USD,2026-03-03 10:00:00
3169,478,611,2026-03-19,completed,203.71,0.0,16.3,14.94,234.95,203.71,USD,2026-03-19 10:00:00
3170,309,776,2025-06-21,cancelled,107.91,25.18,6.62,9.77,99.12,82.73,USD,2025-06-23 13:00:00
3171,376,162,2026-07-10,completed,347.6,0.0,27.81,14.77,390.18,347.6,USD,2026-07-12 12:00:00
3172,14,672,2025-10-12,completed,494.34,91.39,32.24,8.66,443.85,402.95,USD,2025-10-14 04:00:00
3173,483,297,2025-07-03,completed,280.42,32.87,19.8,4.25,271.6,247.55,USD,2025-07-04 15:00:00
3174,249,285,2026-03-26,pending,226.6,2.67,17.91,13.08,254.92,223.93,USD,2026-03-26 09:00:00
3175,106,507,2025-11-19,completed,160.43,0.0,12.83,1.01,174.27,160.43,USD,2025-11-20 21:00:00
3176,77,428,2025-03-21,completed,208.16,7.19,16.08,1.54,218.59,200.97,USD,2025-03-23 21:00:00
3177,44,184,2025-01-13,completed,223.3,0.0,17.86,14.21,255.37,223.3,USD,2025-01-13 09:00:00
3178,337,173,2025-03-15,completed,75.39,0.0,6.03,9.75,91.17,75.39,USD,2025-03-16 01:00:00
3179,107,521,2025-04-07,refunded,336.28,79.74,20.52,13.93,290.99,0.0,USD,2025-04-09 17:00:00
3180,465,776,2025-05-17,refunded,124.28,0.0,9.94,1.99,136.21,0.0,USD,2025-05-19 20:00:00
3181,114,184,2025-07-29,refunded,438.0,0.0,35.04,11.52,484.56,0.0,USD,2025-07-30 08:00:00
3182,45,429,2025-05-24,completed,191.53,2.59,15.12,3.52,207.58,188.94,USD,2025-05-24 20:00:00
3183,427,246,2026-07-03,completed,340.18,84.11,20.49,5.15,281.71,256.07,USD,2026-07-03 20:00:00
3184,389,200,2026-08-08,completed,277.6,54.2,17.87,13.48,254.75,223.4,USD,2026-08-09 09:00:00
3185,260,637,2026-08-14,cancelled,57.61,0.0,4.61,6.17,68.39,57.61,USD,2026-08-14 23:00:00
3186,416,580,2025-04-07,completed,412.68,59.38,28.26,10.06,391.62,353.3,USD,2025-04-08 15:00:00
3187,363,384,2025-11-21,completed,93.44,0.0,7.48,13.31,114.23,93.44,USD,2025-11-21 05:00:00
3188,89,391,2025-03-05,pending,117.81,0.0,9.42,13.06,140.29,117.81,USD,2025-03-05 04:00:00
3189,208,341,2026-03-07,pending,126.17,0.0,10.09,0.13,136.39,126.17,USD,2026-03-07 00:00:00
3190,462,798,2025-03-25,completed,39.28,2.92,2.91,2.37,41.64,36.36,USD,2025-03-27 03:00:00
3191,340,757,2025-06-26,completed,197.95,0.0,15.84,13.78,227.57,197.95,USD,2025-06-28 18:00:00
