payment_id,order_id,customer_id,amount,fee_amount,status,paid_at,method
2916,3162,479,443.02,13.15,captured,2025-11-09 02:00:00,card
2917,3163,113,63.61,2.14,captured,2025-06-29 09:00:00,wire
2918,3164,176,183.38,5.62,captured,2026-07-08 11:00:00,ach
2919,3165,440,229.36,6.95,captured,2025-07-10 06:00:00,paypal
2920,3166,174,88.64,2.87,captured,2025-12-29 22:00:00,wire
2921,3166,174,88.65,2.87,captured,2025-12-30 07:00:00,wire
2922,3167,380,137.17,4.28,captured,2026-08-25 12:00:00,card
2923,3168,46,185.52,5.68,captured,2026-03-03 11:00:00,paypal
2924,3169,478,234.95,7.11,captured,2026-03-19 20:00:00,card
2925,3171,376,390.18,11.62,captured,2026-07-12 17:00:00,paypal
2926,3172,14,443.85,13.17,captured,2025-10-14 06:00:00,paypal
2927,3173,483,271.6,8.18,captured,2025-07-05 11:00:00,card
2928,3175,106,174.27,5.35,captured,2025-11-21 17:00:00,card
2929,3176,77,218.59,6.64,captured,2025-03-24 04:00:00,wire
2930,3177,44,255.37,7.71,captured,2025-01-13 23:00:00,wire
2931,3178,337,91.17,2.94,captured,2025-03-16 16:00:00,card
2932,3179,107,290.99,8.74,refunded,2025-04-10 09:00:00,paypal
2933,3180,465,136.21,4.25,refunded,2025-05-20 17:00:00,paypal
2934,3181,114,484.56,14.35,refunded,2025-07-30 12:00:00,wire
2935,3182,45,207.58,6.32,captured,2025-05-25 18:00:00,card
2936,3183,427,281.71,8.47,captured,2026-07-04 13:00:00,paypal
2937,3184,389,254.75,7.69,captured,2026-08-09 22:00:00,ach
2938,3186,416,391.62,11.66,captured,2025-04-09 10:00:00,paypal
2939,3187,363,114.23,3.61,captured,2025-11-21 10:00:00,ach
2940,3190,462,41.64,1.51,captured,2025-03-28 01:00:00,ach
2941,3191,340,227.57,6.9,captured,2025-06-28 21:00:00,paypal
2942,3192,311,391.2,11.64,captured,2025-05-04 17:00:00,ach
2943,3193,89,436.87,12.97,captured,2025-10-21 18:00:00,card
2944,3194,268,133.79,4.18,captured,2025-08-12 18:00:00,ach
2945,3195,83,158.1,4.88,captured,2025-11-25 14:00:00,card
2946,3196,336,286.47,8.61,captured,2025-04-30 20:00:00,paypal
2947,3200,13,93.28,3.01,refunded,2025-03-27 13:00:00,card
2948,3201,350,186.04,5.7,captured,2025-06-14 07:00:00,wire
2949,3202,222,57.7,1.97,captured,2026-04-27 07:00:00,card
2950,3203,257,220.04,6.68,captured,2025-07-22 02:00:00,wire
2951,3204,372,250.21,7.56,captured,2025-11-13 17:00:00,wire
2952,3205,386,91.68,2.96,captured,2026-02-19 11:00:00,ach
2953,3206,460,239.28,7.24,captured,2026-03-30 02:00:00,wire
2954,3208,216,95.52,3.07,captured,2025-04-19 08:00:00,ach
2955,3209,48,37.31,1.38,captured,2026-02-10 05:00:00,paypal
2956,3210,132,58.12,1.99,captured,2025-07-08 20:00:00,paypal
2957,3211,276,505.28,14.95,captured,2025-12-28 07:00:00,wire
2958,3212,66,138.25,4.31,captured,2026-08-22 12:00:00,ach
2959,3213,223,253.25,7.64,captured,2025-02-15 07:00:00,ach
2960,3214,468,140.74,4.38,captured,2025-02-24 21:00:00,paypal
2961,3215,36,467.2,13.85,captured,2025-06-01 17:00:00,wire
2962,3216,116,95.99,3.08,captured,2025-09-25 17:00:00,wire
2963,3218,456,104.63,3.33,captured,2025-07-01 15:00:00,wire
2964,3219,368,366.04,10.92,captured,2026-07-02 01:00:00,card
2965,3220,92,250.04,7.55,captured,2025-01-08 09:00:00,card
2966,3221,351,190.68,5.83,captured,2025-11-30 00:00:00,card
2967,3223,400,639.25,18.84,captured,2026-04-14 13:00:00,ach
2968,3224,113,157.12,4.86,refunded,2025-12-02 15:00:00,wire
2969,3225,356,90.17,2.91,refunded,2025-03-26 00:00:00,ach
2970,3226,247,50.09,1.75,captured,2025-07-14 20:00:00,card
2971,3227,367,63.66,2.15,captured,2025-04-16 19:00:00,wire
2972,3230,454,232.22,7.03,captured,2025-08-27 18:00:00,ach
2973,3231,402,53.39,1.85,captured,2025-08-10 14:00:00,paypal
2974,3232,273,189.52,5.8,captured,2025-10-09 03:00:00,paypal
2975,3233,462,223.63,6.79,captured,2025-04-12 21:00:00,ach
2976,3233,462,223.64,6.79,captured,2025-04-13 11:00:00,wire
2977,3234,59,143.67,4.47,captured,2026-05-31 04:00:00,ach
2978,3235,351,110.22,3.5,captured,2026-02-09 03:00:00,wire
2979,3235,351,110.22,3.5,captured,2026-02-09 03:00:00,paypal
2980,3236,313,156.98,4.85,captured,2026-03-12 04:00:00,ach
2981,3237,129,136.48,4.26,captured,2025-08-04 13:00:00,paypal
2982,3237,129,136.48,4.26,refunded,2025-08-04 02:00:00,wire
2983,3238,195,109.18,3.47,captured,2025-06-23 10:00:00,paypal
2984,3240,340,70.96,2.36,captured,2025-05-29 11:00:00,ach
2985,3241,313,137.0,4.27,captured,2025-01-14 21:00:00,ach
2986,3242,394,155.39,4.81,refunded,2026-03-20 18:00:00,paypal
2987,3243,329,140.59,4.38,captured,2026-06-06 19:00:00,paypal
2988,3244,493,137.59,4.29,captured,2025-05-19 02:00:00,paypal
2989,3247,10,164.9,5.08,refunded,2026-03-29 04:00:00,card
2990,3248,184,63.0,2.13,captured,2026-05-21 22:00:00,paypal
2991,3249,64,306.11,9.18,captured,2026-06-28 07:00:00,wire
2992,3250,217,179.52,5.51,captured,2025-06-03 14:00:00,wire
2993,3251,497,651.82,19.2,captured,2025-02-15 05:00:00,card
2994,3253,409,538.36,15.91,captured,2026-04-28 12:00:00,ach
2995,3254,226,90.38,2.92,captured,2025-04-30 02:00:00,card
2996,3255,289,122.68,3.86,captured,2026-07-04 02:00:00,card
2997,3256,16,30.01,1.17,captured,2025-01-19 05:00:00,wire
2998,3256,16,30.01,1.17,captured,2025-01-18 22:00:00,card
2999,3257,344,654.42,19.28,captured,2025-08-20 01:00:00,paypal
3000,3258,124,246.72,7.45,captured,2026-08-10 08:00:00,ach
3001,3259,231,257.05,7.75,captured,2025-08-04 22:00:00,ach
3002,3261,112,26.66,1.07,captured,2025-01-27 19:00:00,ach
3003,3262,465,106.75,3.4,captured,2025-10-25 21:00:00,wire
3004,3263,415,119.89,3.78,captured,2026-04-21 14:00:00,paypal
3005,3264,25,37.44,1.39,captured,2026-05-30 04:00:00,ach
3006,3265,185,142.13,4.42,captured,2025-09-22 13:00:00,wire
3007,3266,490,200.57,6.12,captured,2025-02-17 11:00:00,card
3008,3267,228,274.96,8.27,captured,2025-11-20 03:00:00,ach
3009,3271,366,384.65,11.45,captured,2025-07-11 19:00:00,ach
3010,3272,457,381.28,11.36,captured,2026-05-13 08:00:00,card
3011,3273,289,232.61,7.05,captured,2026-04-06 12:00:00,ach
3012,3274,481,72.62,2.41,captured,2025-09-20 12:00:00,paypal
3013,3274,481,72.63,2.41,captured,2025-09-20 05:00:00,wire
3014,3275,350,328.06,9.81,captured,2025-03-03 17:00:00,ach
3015,3276,315,225.12,6.83,captured,2025-07-30 23:00:00,wire
3016,3277,62,343.15,10.25,captured,2026-04-13 14:00:00,paypal
3017,3278,395,225.15,6.83,captured,2026-06-29 02:00:00,paypal
3018,3279,428,49.11,1.72,captured,2025-10-06 18:00:00,wire
3019,3281,80,128.43,4.02,captured,2026-04-13 13:00:00,ach
3020,3282,287,306.42,9.19,captured,2026-07-25 15:00:00,ach
3021,3283,470,119.74,3.77,captured,2025-03-29 12:00:00,ach
3022,3284,366,226.63,6.87,captured,2025-07-17 11:00:00,wire
3023,3284,366,226.63,6.87,captured,2025-07-17 13:00:00,wire
3024,3285,406,317.28,9.5,captured,2026-04-29 18:00:00,wire
3025,3287,209,143.97,4.48,captured,2026-08-15 07:00:00,ach
3026,3288,153,73.06,2.42,captured,2025-05-25 14:00:00,paypal
3027,3290,325,274.79,8.27,captured,2025-11-15 01:00:00,wire
3028,3291,374,23.9,0.99,captured,2025-08-18 07:00:00,ach
3029,3291,374,23.9,0.99,captured,2025-08-17 23:00:00,ach
3030,3292,420,36.21,1.35,captured,2025-03-22 09:00:00,paypal
3031,3293,490,116.02,3.66,captured,2025-01-22 17:00:00,wire
3032,3294,419,191.46,5.85,captured,2025-08-20 08:00:00,wire
3033,3295,224,75.74,2.5,captured,2025-06-14 11:00:00,paypal
3034,3296,67,309.88,9.29,captured,2026-07-06 19:00:00,wire
3035,3298,223,10.82,0.61,captured,2025-02-28 04:00:00,wire
3036,3298,223,10.82,0.61,captured,2025-02-27 22:00:00,ach
3037,3299,468,101.88,3.25,captured,2026-04-06 12:00:00,wire
3038,3299,468,101.87,3.25,captured,2026-04-06 13:00:00,paypal
3039,3300,20,125.56,3.94,refunded,2026-01-10 20:00:00,card
3040,3301,429,174.82,5.37,captured,2025-03-19 20:00:00,ach
3041,3301,429,174.82,5.37,captured,2025-03-20 01:00:00,card
3042,3302,317,135.73,4.24,captured,2025-09-03 18:00:00,card
3043,3302,317,135.73,4.24,captured,2025-09-03 17:00:00,ach
3044,3303,36,212.02,6.45,captured,2026-03-27 00:00:00,card
3045,3304,122,172.58,5.3,captured,2026-02-01 10:00:00,paypal
3046,3306,466,728.75,21.43,captured,2025-10-27 00:00:00,card
3047,3307,323,62.51,2.11,captured,2026-02-27 06:00:00,wire
3048,3308,310,454.53,13.48,captured,2026-06-20 02:00:00,wire
3049,3309,261,302.26,9.07,captured,2025-04-16 17:00:00,ach
3050,3310,201,125.51,3.94,captured,2025-09-04 08:00:00,paypal
3051,3311,86,55.56,1.91,captured,2026-06-03 11:00:00,ach
3052,3311,86,55.57,1.91,captured,2026-06-03 09:00:00,wire
3053,3312,366,42.34,1.53,captured,2025-11-06 13:00:00,ach
3054,3313,66,187.79,5.75,captured,2025-04-19 21:00:00,wire
3055,3314,104,41.41,1.5,captured,2025-03-21 08:00:00,ach
3056,3315,489,382.6,11.4,captured,2026-03-18 15:00:00,ach
3057,3316,46,204.27,6.22,captured,2025-10-27 04:00:00,card
3058,3320,292,145.15,4.51,captured,2025-12-21 19:00:00,paypal
3059,3321,57,156.0,4.82,captured,2025-10-08 22:00:00,paypal
3060,3322,445,584.11,17.24,captured,2025-09-19 16:00:00,ach
3061,3325,111,131.7,4.12,captured,2025-07-22 10:00:00,card
3062,3326,381,35.21,1.32,captured,2025-09-13 13:00:00,card
3063,3327,186,262.51,7.91,captured,2026-06-09 05:00:00,wire
3064,3328,19,203.29,6.2,captured,2026-01-20 18:00:00,card
3065,3329,376,145.83,4.53,captured,2025-01-24 12:00:00,card
3066,3330,177,178.88,5.49,captured,2025-02-07 06:00:00,paypal
3067,3331,204,78.68,2.58,captured,2025-11-25 14:00:00,ach
3068,3332,327,70.12,2.33,captured,2026-03-09 18:00:00,paypal
3069,3333,289,175.52,5.39,captured,2025-10-15 23:00:00,paypal
3070,3333,289,175.52,5.39,captured,2025-10-15 21:00:00,card
3071,3334,414,32.63,1.25,captured,2026-08-06 09:00:00,ach
3072,3335,399,282.77,8.5,captured,2026-06-04 01:00:00,ach
3073,3336,472,463.7,13.75,captured,2025-09-30 15:00:00,ach
3074,3337,460,238.36,7.21,captured,2025-05-23 23:00:00,paypal
3075,3338,317,210.29,6.4,captured,2025-01-08 11:00:00,wire
3076,3339,279,85.25,2.77,captured,2025-01-24 07:00:00,paypal
3077,3340,232,99.2,3.18,captured,2026-01-03 17:00:00,card
3078,3341,333,141.4,4.4,captured,2025-07-24 00:00:00,ach
3079,3342,31,58.75,2.0,captured,2025-04-02 03:00:00,ach
3080,3343,202,97.33,3.12,captured,2025-02-14 15:00:00,ach
3081,3344,138,202.5,6.17,captured,2025-10-14 13:00:00,card
3082,3345,279,138.38,4.31,captured,2025-12-23 06:00:00,card
3083,3346,462,208.93,6.36,captured,2025-01-22 03:00:00,card
3084,3347,241,189.94,5.81,captured,2025-09-12 20:00:00,ach
3085,3347,241,189.93,5.81,captured,2025-09-12 14:00:00,paypal
3086,3348,292,98.28,3.15,captured,2025-09-28 00:00:00,card
3087,3348,292,98.27,3.15,captured,2025-09-27 17:00:00,wire
3088,3349,202,263.56,7.94,captured,2025-02-06 01:00:00,card
3089,3351,341,370.89,11.06,captured,2025-05-22 16:00:00,wire
3090,3352,125,49.82,1.74,captured,2025-03-26 22:00:00,wire
3091,3353,440,102.78,3.28,captured,2025-03-25 08:00:00,card
3092,3354,57,68.06,2.27,captured,2025-10-30 18:00:00,card
3093,3356,376,197.75,6.03,captured,2025-06-06 03:00:00,card
3094,3357,42,267.67,8.06,captured,2026-04-11 23:00:00,paypal
3095,3359,189,211.1,6.42,captured,2025-04-26 22:00:00,card
3096,3360,469,97.29,3.12,captured,2026-01-27 04:00:00,paypal
3097,3361,80,111.73,3.54,captured,2026-04-18 01:00:00,ach
3098,3362,228,34.04,1.29,captured,2026-04-01 13:00:00,wire
3099,3363,230,137.71,4.29,captured,2025-12-06 19:00:00,card
3100,3364,410,177.54,5.45,captured,2026-06-18 04:00:00,paypal
3101,3365,271,228.67,6.93,captured,2026-06-03 10:00:00,wire
3102,3366,66,310.35,9.3,captured,2025-06-19 17:00:00,card
3103,3367,436,243.16,7.35,captured,2026-01-17 02:00:00,ach
3104,3368,76,84.62,2.75,captured,2025-02-15 12:00:00,wire
3105,3369,348,61.67,2.09,captured,2025-02-20 23:00:00,wire
3106,3370,137,298.51,8.96,captured,2025-09-27 12:00:00,ach
3107,3371,61,26.13,1.06,captured,2026-03-05 07:00:00,wire
3108,3373,473,103.42,3.3,captured,2025-04-13 08:00:00,ach
3109,3374,489,394.02,11.73,captured,2026-03-26 12:00:00,card
3110,3375,301,120.4,3.79,captured,2026-01-05 00:00:00,wire
3111,3376,405,249.38,7.53,captured,2026-04-05 20:00:00,paypal
3112,3377,452,64.83,2.18,captured,2026-01-09 07:00:00,wire
3113,3378,175,193.57,5.91,captured,2026-06-11 22:00:00,wire
3114,3379,379,33.25,1.26,captured,2025-08-10 20:00:00,card
3115,3380,260,229.26,6.95,captured,2025-01-21 16:00:00,paypal
3116,3382,267,56.62,1.94,captured,2026-08-22 14:00:00,ach
3117,3383,23,127.26,3.99,captured,2025-03-02 12:00:00,card
3118,3384,304,126.69,3.97,captured,2026-08-11 22:00:00,ach
3119,3385,131,260.01,7.84,captured,2026-04-15 18:00:00,ach
3120,3386,52,231.36,7.01,captured,2025-01-25 02:00:00,paypal
3121,3387,353,202.03,6.16,captured,2025-11-29 02:00:00,ach
3122,3389,224,246.44,7.45,captured,2026-02-03 20:00:00,card
3123,3390,43,258.24,7.79,captured,2026-04-11 01:00:00,paypal
3124,3391,40,85.09,2.77,captured,2025-08-17 22:00:00,card
3125,3392,460,324.91,9.72,captured,2025-10-19 05:00:00,paypal
3126,3393,300,322.2,9.64,captured,2025-01-27 12:00:00,card
3127,3394,202,216.01,6.56,captured,2025-01-04 15:00:00,wire
3128,3395,333,317.19,9.5,refunded,2026-04-08 04:00:00,card
3129,3396,364,80.59,2.64,captured,2025-08-05 04:00:00,card
3130,3396,364,80.6,2.64,captured,2025-08-05 13:00:00,ach
3131,3397,57,453.06,13.44,refunded,2026-06-19 04:00:00,wire
3132,3400,155,249.55,7.54,captured,2026-06-21 15:00:00,wire
3133,3401,135,562.08,16.6,captured,2025-02-06 05:00:00,wire
3134,3402,44,119.07,3.75,captured,2026-05-19 20:00:00,paypal
3135,3403,129,237.0,7.17,captured,2025-02-15 20:00:00,card
3136,3404,169,101.24,3.24,captured,2026-07-30 01:00:00,paypal
3137,3405,107,180.48,5.53,captured,2025-12-12 14:00:00,card
3138,3406,336,80.8,2.64,captured,2025-10-13 00:00:00,paypal
3139,3407,127,228.08,6.91,captured,2026-02-02 23:00:00,wire
3140,3408,250,153.81,4.76,captured,2026-05-02 17:00:00,ach
3141,3409,280,316.8,9.49,captured,2025-06-24 18:00:00,card
3142,3410,38,366.51,10.93,captured,2025-03-04 21:00:00,wire
3143,3412,36,138.4,4.31,captured,2025-11-13 12:00:00,ach
3144,3413,346,206.65,6.29,captured,2025-06-26 10:00:00,wire
3145,3414,350,432.79,12.85,captured,2026-07-12 22:00:00,paypal
3146,3415,65,75.77,2.5,captured,2025-01-25 05:00:00,wire
3147,3416,369,99.12,3.17,captured,2026-05-28 07:00:00,ach
3148,3416,369,99.13,3.17,captured,2026-05-28 04:00:00,card
3149,3417,406,87.26,2.83,captured,2025-01-14 23:00:00,card
3150,3419,59,419.69,12.47,captured,2025-01-25 23:00:00,paypal
3151,3420,398,278.07,8.36,captured,2025-04-01 15:00:00,ach
3152,3421,155,270.44,8.14,captured,2025-07-19 04:00:00,ach
3153,3422,173,96.22,3.09,captured,2025-04-22 19:00:00,card
3154,3423,295,364.16,10.86,captured,2025-01-30 00:00:00,ach
3155,3425,219,109.15,3.47,captured,2026-04-08 21:00:00,ach
3156,3426,167,394.12,11.73,captured,2025-07-19 13:00:00,card
3157,3428,366,87.51,2.84,captured,2025-07-21 21:00:00,wire
3158,3430,328,33.31,1.27,captured,2026-06-02 08:00:00,paypal
3159,3430,328,33.32,1.27,captured,2026-06-02 07:00:00,paypal
3160,3431,202,254.36,7.68,captured,2025-11-18 00:00:00,paypal
3161,3432,241,155.42,4.81,captured,2025-01-13 22:00:00,paypal
3162,3433,368,304.48,9.13,refunded,2026-03-02 21:00:00,wire
3163,3435,290,786.6,23.11,captured,2025-02-17 01:00:00,card
3164,3436,209,217.15,6.6,captured,2025-05-27 21:00:00,ach
3165,3437,326,144.48,4.49,captured,2025-07-15 16:00:00,card
3166,3438,191,194.63,5.94,captured,2025-01-17 22:00:00,card
3167,3439,468,250.5,7.56,captured,2026-03-19 07:00:00,ach
3168,3440,196,542.26,16.03,captured,2025-05-14 14:00:00,card
3169,3441,55,240.47,7.27,captured,2025-04-09 06:00:00,card
3170,3442,245,107.72,3.42,captured,2025-04-23 11:00:00,wire
3171,3443,120,1483.96,43.33,captured,2026-03-12 08:00:00,card
3172,3444,228,359.53,10.73,captured,2025-11-06 03:00:00,card
3173,3445,461,101.47,3.24,captured,2026-05-11 20:00:00,paypal
3174,3446,52,70.95,2.36,captured,2025-09-23 05:00:00,wire
3175,3447,22,59.99,2.04,refunded,2026-02-20 04:00:00,card
3176,3448,146,144.73,4.5,captured,2025-10-15 14:00:00,wire
3177,3450,65,107.79,3.43,captured,2026-06-19 19:00:00,card
3178,3451,348,58.2,1.99,captured,2026-01-10 23:00:00,ach
3179,3452,302,56.87,1.95,captured,2025-10-29 20:00:00,paypal
3180,3453,351,280.68,8.44,captured,2026-06-13 12:00:00,wire
3181,3454,212,145.34,4.51,captured,2026-01-23 09:00:00,card
3182,3455,466,81.27,2.66,captured,2026-07-23 01:00:00,ach
3183,3456,336,166.72,5.13,captured,2026-01-30 01:00:00,paypal
3184,3457,461,185.48,5.68,captured,2026-02-24 09:00:00,ach
3185,3458,44,254.86,7.69,captured,2025-11-13 12:00:00,wire
3186,3459,334,180.09,5.52,captured,2026-06-02 18:00:00,paypal
3187,3460,173,180.04,5.52,captured,2025-07-07 07:00:00,card
3188,3461,97,365.9,10.91,captured,2025-11-29 10:00:00,paypal
3189,3462,91,36.56,1.36,captured,2026-07-05 23:00:00,wire
3190,3462,91,36.57,1.36,captured,2026-07-05 18:00:00,wire
3191,3464,47,30.74,1.19,captured,2025-09-23 05:00:00,paypal
3192,3465,228,65.07,2.19,captured,2025-01-17 14:00:00,wire
3193,3465,228,65.07,2.19,captured,2025-01-17 14:00:00,paypal
3194,3466,387,173.74,5.34,captured,2025-12-15 12:00:00,ach
3195,3468,66,37.89,1.4,captured,2025-12-08 12:00:00,ach
3196,3469,354,213.68,6.5,refunded,2025-05-25 20:00:00,card
3197,3470,88,530.92,15.7,captured,2026-05-19 10:00:00,card
3198,3471,435,267.77,8.07,captured,2026-08-23 05:00:00,wire
3199,3472,184,68.46,2.29,captured,2025-11-22 15:00:00,ach
3200,3473,1,142.38,4.43,captured,2026-01-07 04:00:00,card
3201,3474,147,264.4,7.97,captured,2025-10-05 14:00:00,ach
3202,3475,417,88.89,2.88,captured,2025-07-02 01:00:00,card
3203,3476,460,171.65,5.28,captured,2025-10-07 15:00:00,card
3204,3477,211,189.79,5.8,captured,2025-10-28 04:00:00,card
3205,3478,495,180.44,5.53,captured,2026-04-21 21:00:00,wire
3206,3479,116,64.37,2.17,captured,2026-02-25 12:00:00,card
3207,3480,212,92.51,2.98,refunded,2025-07-21 12:00:00,card
3208,3481,230,626.3,18.46,captured,2026-01-12 08:00:00,ach
3209,3482,101,131.22,4.11,captured,2026-07-23 18:00:00,wire
3210,3483,192,150.94,4.68,captured,2025-09-11 10:00:00,paypal
3211,3484,250,125.32,3.93,refunded,2026-05-30 23:00:00,wire
3212,3485,350,322.76,9.66,captured,2025-10-17 18:00:00,ach
3213,3486,248,151.25,4.69,captured,2025-03-27 06:00:00,ach
3214,3487,52,146.97,4.56,captured,2025-04-23 17:00:00,ach
3215,3488,234,164.56,5.07,captured,2025-07-14 10:00:00,wire
3216,3489,425,342.7,10.24,captured,2025-12-22 18:00:00,paypal
3217,3490,11,179.17,5.5,captured,2026-07-06 09:00:00,card
3218,3491,500,80.03,2.62,captured,2025-08-29 08:00:00,wire
3219,3491,500,80.02,2.62,captured,2025-08-29 19:00:00,wire
3220,3492,65,122.41,3.85,captured,2025-06-18 15:00:00,wire
3221,3493,5,234.69,7.11,captured,2026-02-05 10:00:00,card
3222,3494,71,234.25,7.09,captured,2025-07-12 10:00:00,ach
3223,3495,126,255.63,7.71,captured,2025-09-25 06:00:00,wire
3224,3496,176,459.87,13.64,captured,2025-05-14 06:00:00,paypal
3225,3497,415,106.49,3.39,captured,2025-06-29 06:00:00,wire
3226,3498,291,183.19,5.61,captured,2025-02-04 10:00:00,wire
3227,3500,439,500.23,14.81,captured,2025-10-19 07:00:00,card
3228,3501,66,299.35,8.98,captured,2025-04-16 00:00:00,wire
3229,3502,112,52.69,1.83,captured,2026-04-06 02:00:00,card
3230,3503,485,111.63,3.54,captured,2025-05-03 20:00:00,wire
3231,3504,386,148.35,4.6,captured,2026-02-05 15:00:00,card
3232,3505,30,59.45,2.02,captured,2025-03-12 13:00:00,ach
3233,3506,114,195.87,5.98,captured,2025-01-17 20:00:00,wire
3234,3508,17,505.33,14.95,refunded,2025-11-16 04:00:00,paypal
3235,3510,325,123.63,3.89,captured,2025-07-22 01:00:00,paypal
3236,3512,108,174.76,5.37,captured,2026-01-27 10:00:00,wire
3237,3513,213,478.26,14.17,captured,2026-04-24 12:00:00,paypal
3238,3514,460,165.53,5.1,captured,2025-09-03 19:00:00,ach
3239,3515,360,182.16,5.58,captured,2025-03-09 10:00:00,ach
3240,3516,467,327.89,9.81,captured,2026-08-21 10:00:00,paypal
3241,3517,277,104.81,3.34,captured,2026-04-19 12:00:00,ach
3242,3517,277,104.81,3.34,captured,2026-04-19 09:00:00,ach
3243,3518,53,316.21,9.47,captured,2026-05-19 14:00:00,paypal
3244,3519,30,238.02,7.2,captured,2026-07-17 14:00:00,wire
3245,3520,98,234.27,7.09,captured,2026-03-04 03:00:00,paypal
3246,3522,106,75.94,2.5,captured,2025-11-12 00:00:00,ach
3247,3523,159,207.93,6.33,captured,2025-12-08 22:00:00,card
3248,3524,456,99.91,3.2,captured,2025-12-27 08:00:00,paypal
3249,3526,40,67.85,2.27,captured,2025-09-28 15:00:00,card
3250,3527,195,377.15,11.24,captured,2025-07-23 05:00:00,paypal
3251,3529,412,83.92,2.73,captured,2025-07-19 12:00:00,wire
3252,3530,144,62.89,2.12,captured,2026-07-06 15:00:00,card
3253,3531,146,283.2,8.51,captured,2026-04-02 14:00:00,ach
3254,3532,292,177.06,5.43,captured,2026-08-30 12:00:00,paypal
3255,3535,447,76.92,2.53,captured,2025-07-25 20:00:00,ach
3256,3536,404,174.33,5.36,captured,2026-02-20 23:00:00,ach
3257,3537,134,379.6,11.31,refunded,2025-12-19 23:00:00,paypal
3258,3538,336,43.19,1.55,captured,2025-09-03 00:00:00,paypal
3259,3539,315,212.99,6.48,captured,2025-02-12 23:00:00,wire
3260,3541,201,453.91,13.46,captured,2025-05-23 23:00:00,wire
3261,3542,119,90.19,2.92,captured,2026-03-04 03:00:00,ach
3262,3543,35,25.11,1.03,captured,2026-07-14 09:00:00,card
3263,3543,35,25.12,1.03,captured,2026-07-14 18:00:00,ach
3264,3544,234,96.61,3.1,captured,2026-07-23 22:00:00,card
3265,3545,352,320.06,9.58,captured,2025-11-16 10:00:00,ach
3266,3546,266,186.42,5.71,captured,2026-06-07 10:00:00,card
3267,3547,45,123.68,3.89,captured,2025-01-03 10:00:00,wire
3268,3547,45,123.68,3.89,captured,2025-01-03 06:00:00,wire
3269,3548,414,32.13,1.23,captured,2026-06-19 00:00:00,paypal
3270,3548,414,32.13,1.23,captured,2026-06-19 16:00:00,ach
3271,3550,194,186.5,5.71,refunded,2025-09-04 19:00:00,wire
3272,3551,285,22.27,0.95,captured,2025-01-30 05:00:00,card
3273,3551,285,22.27,0.95,captured,2025-01-30 07:00:00,ach
3274,3552,464,169.17,5.21,captured,2026-03-11 16:00:00,card
3275,3553,377,143.69,4.47,captured,2025-01-10 04:00:00,ach
3276,3554,97,777.33,22.84,captured,2026-01-25 13:00:00,wire
3277,3555,214,140.29,4.37,captured,2025-07-17 02:00:00,ach
3278,3556,429,470.18,13.94,captured,2025-11-27 22:00:00,ach
3279,3559,267,331.92,9.93,captured,2025-01-23 08:00:00,card
3280,3560,314,36.88,1.37,captured,2025-12-18 02:00:00,wire
3281,3560,314,36.88,1.37,refunded,2025-12-18 18:00:00,ach
3282,3561,332,65.89,2.21,captured,2026-03-02 11:00:00,paypal
3283,3561,332,65.9,2.21,captured,2026-03-01 22:00:00,ach
3284,3562,484,317.83,9.52,captured,2025-07-02 16:00:00,paypal
3285,3563,344,32.39,1.24,captured,2025-04-13 01:00:00,card
3286,3565,296,170.83,5.25,captured,2026-02-24 18:00:00,paypal
3287,3566,350,209.47,6.37,captured,2026-07-30 17:00:00,card
3288,3567,300,151.69,4.7,captured,2026-06-10 16:00:00,ach
3289,3568,6,307.24,9.21,captured,2026-03-20 21:00:00,card
3290,3569,451,97.38,3.12,captured,2025-01-13 09:00:00,wire
3291,3570,138,350.37,10.46,captured,2025-06-10 00:00:00,card
3292,3572,284,221.97,6.74,captured,2025-10-13 00:00:00,ach
3293,3573,61,402.49,11.97,captured,2025-02-03 23:00:00,wire
3294,3574,438,97.03,3.11,captured,2025-12-11 12:00:00,paypal
3295,3575,42,86.74,2.82,captured,2026-04-10 00:00:00,card
3296,3576,477,361.34,10.78,captured,2026-03-19 19:00:00,paypal
3297,3577,461,202.24,6.16,captured,2026-07-17 15:00:00,wire
3298,3578,290,28.41,1.12,captured,2025-03-31 21:00:00,ach
3299,3579,478,203.95,6.21,captured,2026-08-04 05:00:00,wire
3300,3581,450,363.45,10.84,captured,2025-07-05 23:00:00,ach
3301,3582,400,217.45,6.61,captured,2026-06-09 21:00:00,paypal
3302,3583,465,258.42,7.79,captured,2025-03-07 15:00:00,ach
3303,3584,387,485.44,14.38,captured,2025-01-17 11:00:00,card
3304,3585,441,335.95,10.04,captured,2026-03-22 22:00:00,card
3305,3586,56,69.42,2.31,captured,2026-03-20 00:00:00,paypal
3306,3586,56,69.43,2.31,captured,2026-03-20 16:00:00,ach
3307,3587,214,153.42,4.75,captured,2025-02-25 22:00:00,card
3308,3588,240,392.31,11.68,captured,2026-06-20 19:00:00,wire
3309,3589,455,175.52,5.39,captured,2026-05-27 17:00:00,card
3310,3590,244,197.28,6.02,captured,2026-05-02 03:00:00,paypal
3311,3591,220,131.72,4.12,captured,2025-08-27 07:00:00,card
3312,3592,394,351.19,10.48,captured,2026-07-20 09:00:00,paypal
3313,3593,326,98.96,3.17,captured,2025-03-22 16:00:00,card
